0.02 [[1, '0.02', 'SN']]
안필 [[1, '안필', 'NNP']]
안필준 [[1, '안필준', 'NNP']]
안하무인 [[1, '안하무인', 'NNG']]
안핵사 [[1, '안핵사', 'NNG']]
안현 [[1, '안현', 'NNP']]
안현마을 [[1, '안현마을', 'NNP']]
안현숙 [[1, '안현숙', 'NNP']]
안현태 [[1, '안현태', 'NNP']]
안혜성 [[1, '안혜성', 'NNP']]
안효성 [[1, '안효성', 'NNP']]
안희복 [[1, '안희복', 'NNP']]
압 [[1, '알ㅂ', 'VV+EF<']]
알고리즘 [[1, '알고리즘', 'NNG']]
알긴산 [[1, '알긴산', 'NNG']]
알누와이리아시 [[1, '알누와이리아시', 'NNP']]
알뜰살뜰 [[1, '알뜰살뜰', 'MAG']]
알라딘보이 [[1, '알라딘보이', 'NNP']]
알라콘 [[1, '알라콘', 'NNP']]
알래스카 [[1, '알래스카', 'NNP']]
알랜브래들리 [[1, '알랜브래들리', 'NNG']]
알레르기성 [[1, '알레르기성', 'NNG']]
알렉산데르 [[1, '알렉산데르', 'NNP']]
알렉산드로 [[1, '알렉산드로', 'NNP']]
알렉세이 [[1, '알렉세이', 'NNP']]
알렉시 [[1, '알렉시', 'NNP']]
알렌 [[1, '알렌', 'NNP']]
알렝 [[1, '알렝', 'NNP']]
알력 [[1, '알력', 'NNG']]
알류미늄괴 [[1, '알류미늄괴', 'NNG']]
알리바이 [[1, '알리바이', 'NNG']]
알리버 [[1, '알리버', 'NNP']]
알리송 [[1, '알리송', 'NNP']]
알리안츠그룹 [[1, '알리안츠그룹', 'NNP']]
알리안츠제일생명 [[1, '알리안츠제일생명', 'NNP']]
알리야 [[1, '알리야', 'NNP']]
알몸 [[1, '알몸', 'NNG']]
알베르 [[1, '알베르', 'NNP']]
알스톰 [[1, '알스톰', 'NNP']]
알아맞히 [[1, '알아맞히', 'VV']]
알아주 [[1, '알아주', 'VV']]
알제 [[1, '알제', 'NNP']]
알짜 [[1, '알짜', 'NNG']]
알카텔사 [[1, '알카텔사', 'NNP']]
알타이산 [[1, '알타이산', 'NNG']]
알토란 [[1, '알토란', 'NNG']]
알파문구센터 [[1, '알파문구센터', 'NNP']]
알파벳 [[1, '알파벳', 'NNG']]
알파인 [[1, '알파인', 'NNP']]
알파인사 [[1, '알파인사', 'NNP']]
알펜투어 [[1, '알펜투어', 'NNG']]
알폰신 [[1, '알폰신', 'NNP']]
알프두에즈 [[1, '알프두에즈', 'NNP']]
알프레도 [[1, '알프레도', 'NNP']]
알프레드 [[1, '알프레드', 'NNP']]
알프스리조트 [[1, '알프스리조트', 'NNP']]
앎 [[1, '앎', 'NNG']]
암거래상 [[1, '암거래상', 'NNG']]
암달러상 [[1, '암달러상', 'NNG']]
암바르스추모프 [[1, '암바르스추모프', 'NNP']]
암벽화 [[1, '암벽화', 'NNG']]
암사 [[1, '암사', 'NNP']]
암살자 [[1, '암살자', 'NNG']]
암소 [[1, '암소이', 'NNG+VCP'], [1, '암소', 'NNG']]
암시장 [[1, '암시장', 'NNG']]
암암리 [[1, '암암리', 'NNG']]
암약 [[1, '암약', 'NNG']]
암적 [[1, '암적', 'NNG']]
암적색 [[1, '암적색', 'NNG']]
암컷 [[1, '암컷', 'NNG']]
암코테크놀로지 [[1, '암코테크놀로지', 'NNP']]
암투 [[1, '암투', 'NNG']]
암페어 [[1, '암페어', 'NNG']]
암피교회 [[1, '암피교회', 'NNP']]
암행어사 [[1, '암행어사', 'NNG']]
암호문 [[1, '암호문', 'NNG']]
암호전 [[1, '암호전', 'NNG']]
암흑리 [[1, '암흑리', 'NNG']]
암흑시대 [[1, '암흑시대', 'NNG']]
암흑천지 [[1, '암흑천지', 'NNG']]
압구정 [[1, '압구정', 'NNP']]
압델 [[1, '압델', 'NNP']]
압델라티프 [[1, '압델라티프', 'NNG']]
압봉 [[1, '압봉', 'NNG']]
압수수색 [[1, '압수수색', 'NNG']]
압축률 [[1, '압축률', 'NNG']]
압축식 [[1, '압축식', 'NNG']]
압출기 [[1, '압출기', 'NNG']]
압하스군 [[1, '압하스군', 'NNG']]
앙골라완전독립민족동맹 [[1, '앙골라완전독립민족동맹', 'NNP']]
앙굴렘 [[1, '앙굴렘', 'NNP']]
앙금 [[1, '앙금', 'NNG']]
앙심 [[1, '앙심', 'NNG']]
앙양 [[1, '앙양', 'NNG']]
앙케이트 [[1, '앙케이트', 'NNG']]
앙케트 [[1, '앙케트', 'NNG']]
앞거리 [[1, '앞거리', 'NNG']]
앞뜰 [[1, '앞뜰', 'NNG']]
앞문 [[1, '앞문', 'NNG']]
앞발 [[1, '앞발', 'NNG']]
앞부분 [[1, '앞부분', 'NNG']]
앞자리 [[1, '앞자리', 'NNG']]
앞차체 [[1, '앞차체', 'NNG']]
앞창 [[1, '앞창', 'NNG']]
앞풀이 [[1, '앞풀이', 'NNG']]
앰 [[1, '애ㅁ', '>VV+ETN']]
애경 [[1, '애경', 'NNP']]
애경백화점 [[1, '애경백화점', 'NNP']]
애경유지 [[1, '애경유지', 'NNP']]
애교심 [[1, '애교심', 'NNG']]
애끊 [[1, '애끊', 'VV']]
애니 [[1, '애니', 'NNP']]
애니멀 [[1, '애니멀', 'NNG']]
애니웨이 [[1, '애니웨이', 'NNG']]
애덤 [[1, '애덤', 'NNP']]
애독 [[1, '애독', 'NNG']]
애독자 [[1, '애독자', 'NNG']]
애드 [[1, '애드', 'NNG']]
애드리안 [[1, '애드리안', 'NNP']]
애론슨 [[1, '애론슨', 'NNP']]
애마 [[1, '애마', 'NNG']]
애비 [[1, '애비', 'NNG']]
애사심 [[1, '애사심', 'NNG']]
애석히 [[1, '애석히', 'MAG']]
애송이 [[1, '애송이', 'NNG']]
애스트로스 [[1, '애스트로스', 'NNP']]
애스트로스전 [[1, '애스트로스전', 'NNG']]
애슬레틱스전 [[1, '애슬레틱스전', 'NNG']]
애시워스 [[1, '애시워스', 'NNP']]
애잔 [[1, '애잔', 'XR']]
애족장 [[1, '애족장', 'NNG']]
애주가 [[1, '애주가', 'NNG']]
애즈워드홀딩스 [[1, '애즈워드홀딩스이', 'NNP+VCP'], [1, '애즈워드홀딩스', 'NNP']]
애증 [[1, '애증', 'NNG']]
애지중지 [[1, '애지중지', 'MAG']]
애처가 [[1, '애처가', 'NNG']]
애프터 [[1, '애프터', 'NNG']]
애향회 [[1, '애향회', 'NNP']]
애호 [[1, '애호', 'NNG']]
액선트 [[1, '액선트', 'NNG']]
액시드 [[1, '액시드', 'NNG']]
액젓 [[1, '액젓', 'NNG']]
액타 [[1, '액타', 'NNG']]
액터즈스튜디오 [[1, '액터즈스튜디오', 'NNP']]
액화 [[1, '액화', 'NNG']]
앤드슨 [[1, '앤드슨', 'NNP']]
앤소니 [[1, '앤소니', 'NNP']]
앤작 [[1, '앤작', 'NNP']]
앤터니 [[1, '앤터니', 'NNP']]
앤터니홉킨스 [[1, '앤터니홉킨스', 'NNP']]
앤트완 [[1, '앤트완', 'NNP']]
앨라배마주 [[1, '앨라배마주', 'NNP']]
앨런비 [[1, '앨런비', 'NNP']]
앨버트슨스 [[1, '앨버트슨스', 'NNP']]
앰배서더 [[1, '앰배서더', 'NNP']]
앰블런스 [[1, '앰블런스', 'NNG']]
앳 [[1, '앳', 'VA<']]
앵글 [[1, '앵글', 'NNG']]
앵두 [[1, '앵두', 'NNG']]
앵무새 [[1, '앵무새', 'NNG']]
앵커맨 [[1, '앵커맨', 'NNG']]
야간수업 [[1, '야간수업', 'NNP']]
야구공 [[1, '야구공', 'NNG'], [1, '야구공', 'NNP']]
야구단 [[1, '야구단', 'NNG']]
야구르트 [[1, '야구르트', 'NNG']]
야구선수 [[1, '야구선수', 'NNG']]
야구팬 [[1, '야구팬', 'NNG']]
야금 [[1, '야금', 'NNG']]
야금야금 [[1, '야금야금', 'MAG']]
야노스 [[1, '야노스', 'NNP']]
야단법석 [[1, '야단법석', 'NNG']]
야단치 [[1, '야단치', 'VV']]
야당시절 [[1, '야당시절', 'NNG']]
야당인 [[1, '야당인', 'NNG']]
야당적 [[1, '야당적', 'NNG']]
야마구치대 [[1, '야마구치대', 'NNP']]
야만인 [[1, '야만인', 'NNG']]
야무 [[1, '야무', 'VA<']]
야브린스키 [[1, '야브린스키', 'NNP']]
야블로코 [[1, '야블로코', 'NNP']]
야블로코프 [[1, '야블로코프', 'NNP']]
야산대 [[1, '야산대', 'NNG']]
야생동물 [[1, '야생동물', 'NNG']]
야생조 [[1, '야생조', 'NNG']]
야선 [[1, '야선', 'NNG']]
야성미 [[1, '야성미', 'NNG']]
야세 [[1, '야세', 'NNG']]
야수적 [[1, '야수적', 'NNG']]
야스지 [[1, '야스지', 'NNP']]
야스하루 [[1, '야스하루', 'NNP']]
야스히로 [[1, '야스히로', 'NNP']]
야스히코 [[1, '야스히코', 'NNP']]
야식비 [[1, '야식비', 'NNG']]
야외극장 [[1, '야외극장', 'NNG']]
야욕 [[1, '야욕', 'NNG']]
야음 [[1, '야음', 'NNG']]
야음동 [[1, '야음동', 'NNP']]
야자나무 [[1, '야자나무', 'NNG']]
야자유 [[1, '야자유', 'NNG']]
야조 [[1, '야조', 'NNG']]
야채류 [[1, '야채류', 'NNG']]
야코블레프 [[1, '야코블레프', 'NNP']]
야쿠자 [[1, '야쿠자', 'NNG']]
야쿠츠크 [[1, '야쿠츠크', 'NNP']]
야호한 [[1, '야호한', 'NNP']]
약가 [[1, '약가', 'NNG']]
약고추장 [[1, '약고추장', 'NNG']]
약관대출전용카드 [[1, '약관대출전용카드', 'NNG']]
약국업 [[1, '약국업', 'NNG']]
약도 [[1, '약도', 'NNG']]
약리 [[1, '약리', 'NNG']]
약리학 [[1, '약리학', 'NNG']]
약목면 [[1, '약목면', 'NNP']]
약방 [[1, '약방', 'NNG']]
약사암 [[1, '약사암', 'NNP']]
약산성 [[1, '약산성', 'NNG']]
약세장 [[1, '약세장', 'NNG']]
약소국 [[1, '약소국', 'NNG']]
약수터집 [[1, '약수터집', 'NNG']]
약업신문 [[1, '약업신문', 'NNP']]
약용 [[1, '약용', 'NNG']]
약육강식 [[1, '약육강식', 'NNG']]
약장사 [[1, '약장사', 'NNP']]
약좌판 [[1, '약좌판', 'NNG']]
약진세 [[1, '약진세', 'NNG']]
약체화 [[1, '약체화', 'NNG']]
약통 [[1, '약통', 'NNG']]
약품업 [[1, '약품업', 'NNG']]
약혼복 [[1, '약혼복', 'NNG']]
얀손스 [[1, '얀손스', 'NNP']]
얄궂 [[1, '얄궂', 'VA']]
얄팍 [[1, '얄팍', 'XR']]
얌 [[1, '얌', 'NNP']]
얌전이 [[1, '얌전이', 'NNG']]
얌체 [[1, '얌체', 'NNG']]
양가 [[1, '양가', 'NNG']]
양가죽 [[1, '양가죽', 'NNG']]
양계장 [[1, '양계장', 'NNG']]
양곡유통위 [[1, '양곡유통위', 'NNG']]
양귀자 [[1, '양귀자', 'NNP']]
양근영 [[1, '양근영', 'NNP']]
양기안 [[1, '양기안', 'NNP']]
양대표 [[1, '양대표', 'NNG']]
양덕동 [[1, '양덕동', 'NNP']]
양도분 [[1, '양도분', 'NNG']]
양동 [[1, '양동', 'NNP'], [1, '양동', 'NNG']]
양두용 [[1, '양두용', 'NNP']]
양로 [[1, '양로', 'NNG']]
양론 [[1, '양론', 'NNG']]
양림동 [[1, '양림동', 'NNP']]
양모 [[1, '양모', 'NNG']]
양반촌 [[1, '양반촌', 'NNP']]
양발 [[1, '양발', 'NNG']]
양배추 [[1, '양배추', 'NNG']]
양변기 [[1, '양변기', 'NNG']]
양병이 [[1, '양병이', 'NNP']]
양봉민 [[1, '양봉민', 'NNP']]
양봉식 [[1, '양봉식', 'NNP']]
양분법 [[1, '양분법', 'NNG']]
양사 [[1, '양사', 'NNG']]
양산서장 [[1, '양산서장', 'NNP']]
양산전문대 [[1, '양산전문대', 'NNP']]
양삼승 [[1, '양삼승', 'NNP']]
양상국 [[1, '양상국', 'NNP']]
양성소 [[1, '양성소', 'NNG']]
양성제 [[1, '양성제', 'NNP']]
양송이 [[1, '양송이', 'NNG']]
양승민 [[1, '양승민', 'NNP']]
양승우 [[1, '양승우', 'NNP']]
양승택 [[1, '양승택', 'NNP']]
양심범 [[1, '양심범', 'NNG']]
양심선언 [[1, '양심선언', 'NNG']]
양심적 [[1, '양심적', 'NNG']]
양아버지 [[1, '양아버지', 'NNG']]
양악기 [[1, '양악기', 'NNG']]
양안 [[1, '양안', 'NNG']]
양압공급기 [[1, '양압공급기', 'NNG']]
양어깨 [[1, '양어깨', 'NNG']]
양옥 [[1, '양옥', 'NNP']]
양왕성 [[1, '양왕성', 'NNP']]
양원 [[1, '양원', 'NNG']]
양월 [[1, '양월', 'NNP']]
양유석 [[1, '양유석', 'NNP']]
양유식 [[1, '양유식', 'NNP']]
양은 [[1, '양은', 'NNG']]
양은그릇 [[1, '양은그릇', 'NNG']]
양의사 [[1, '양의사', 'NNG']]
양인모 [[1, '양인모', 'NNP']]
양자택일 [[1, '양자택일', 'NNG']]
양잠 [[1, '양잠', 'NNG']]
양재신 [[1, '양재신', 'NNP']]
양재완 [[1, '양재완', 'NNP']]
양재천 [[1, '양재천', 'NNP']]
양재철 [[1, '양재철', 'NNP']]
양전기 [[1, '양전기', 'NNG']]
양전화 [[1, '양전화', 'NNG']]
양정고 [[1, '양정고', 'NNP']]
양정고보 [[1, '양정고보', 'NNP']]
양정중 [[1, '양정중', 'NNP']]
양조 [[1, '양조', 'NNG']]
양지머리 [[1, '양지머리', 'NNG']]
양천갑 [[1, '양천갑', 'NNP']]
양철 [[1, '양철', 'NNG']]
양철영 [[1, '양철영', 'NNP']]
양춘석 [[1, '양춘석', 'NNP']]
양치 [[1, '양치', 'NNG']]
양치기 [[1, '양치기', 'NNG']]
양친 [[1, '양친', 'NNG']]
양키스전 [[1, '양키스전', 'NNG']]
양키스타디움 [[1, '양키스타디움', 'NNP']]
양팔 [[1, '양팔', 'NNG']]
양평동 [[1, '양평동', 'NNP']]
양평읍 [[1, '양평읍', 'NNP']]
양평종고 [[1, '양평종고', 'NNP']]
양해엽 [[1, '양해엽', 'NNP']]
양현석 [[1, '양현석', 'NNP']]
양형 [[1, '양형', 'NNG']]
양형섭 [[1, '양형섭', 'NNP']]
양호우선봉일기 [[1, '양호우선봉일기', 'NNP']]
양화 [[1, '양화', 'NNG']]
얕보 [[1, '얕보', 'VV']]
얘기꽃 [[1, '얘기꽃', 'NNG']]
어깻점 [[1, '어깻점', 'NNG']]
어댑터 [[1, '어댑터', 'NNG']]
어두컴컴 [[1, '어두컴컴', 'XR']]
어드미션 [[1, '어드미션', 'NNG']]
어드밴티지 [[1, '어드밴티지', 'NNG']]
어떡하 [[1, '어떡하', 'VV']]
어로과 [[1, '어로과', 'NNG']]
어로장 [[1, '어로장', 'NNG']]
어록 [[1, '어록', 'NNG']]
어름치 [[1, '어름치', 'NNG']]
어리 [[1, '어리', 'VA']]
어리광 [[1, '어리광', 'NNG']]
어리벙벙 [[1, '어리벙벙', 'XR']]
어린양 [[1, '어린양', 'NNG']]
어림 [[1, '어림', 'NNG']]
어림없 [[1, '어림없', 'VA']]
어마어마 [[1, '어마어마', 'XR']]
어망 [[1, '어망', 'NNG']]
어머님 [[1, '어머님', 'NNG']]
어메리칸 [[1, '어메리칸', 'NNG'], [1, '어메리칸', 'NNP']]
어메리칸센터 [[1, '어메리칸센터', 'NNP']]
어문학 [[1, '어문학', 'NNG']]
어바인 [[1, '어바인', 'NNP']]
어버이 [[1, '어버이', 'NNG']]
어버이날 [[1, '어버이날', 'NNG']]
어비스 [[1, '어비스', 'NNP']]
어빙 [[1, '어빙', 'NNP']]
어사 [[1, '어사', 'NNG']]
어서랴 [[1, '어서랴', 'EF']]
어성진 [[1, '어성진', 'NNP']]
어센딩 [[1, '어센딩', 'NNG']]
어수봉 [[1, '어수봉', 'NNP']]
어수웅 [[1, '어수웅', 'NNP']]
어슷 [[1, '어슷', 'VV<']]
어안 [[1, '어안', 'NNG']]
어야죠 [[1, '어야죠', 'EF']]
어야지 [[1, '어야지', 'EC']]
어언 [[1, '어언', 'MAG']]
어우 [[1, '어우', 'VV<']]
어우려 [[1, '어우려', 'VV<']]
어우르 [[1, '어우르', 'VV']]
어음전뇌 [[1, '어음전뇌', 'NNG']]
어준선 [[1, '어준선', 'NNP']]
어중간하 [[1, '어중간하', 'VA']]
어지간 [[1, '어지간', 'XR']]
어지간히 [[1, '어지간히', 'MAG']]
어지러이 [[1, '어지러이', 'MAG']]
어지럽히 [[1, '어지럽히', 'VV']]
여져 [[1, '어지어', 'EC+VX+EC<']]
여졌 [[1, '어지었', 'EC+VX+EP']]
어째 [[1, '어째', 'MAG']]
어쩌다가 [[1, '어쩌다가', 'MAG']]
어쭙잖 [[1, '어쭙잖', 'VA']]
어촌계 [[1, '어촌계', 'NNG']]
어충경 [[1, '어충경', 'NNP']]
어틀랜틱 [[1, '어틀랜틱', 'NNP']]
어필 [[1, '어필', 'NNG']]
어학원 [[1, '어학원', 'NNG']]
어획고 [[1, '어획고', 'NNG']]
어흠 [[1, '어흠', 'IC']]
억누르 [[1, '억누르', 'VV']]
억눌 [[1, '억눌', 'VV<']]
억만 [[1, '억만', 'NR']]
억새 [[1, '억새', 'NNG']]
억압적 [[1, '억압적', 'NNG']]
억제론자 [[1, '억제론자', 'NNG']]
억지논리 [[1, '억지논리', 'NNG']]
언 [[1, '언', 'NNG']]
언더셔츠 [[1, '언더셔츠', 'NNG']]
언더파 [[1, '언더파', 'NNG']]
언덕 [[1, '언덕', 'NNG']]
언덕바지 [[1, '언덕바지', 'NNG']]
언론상 [[1, '언론상', 'NNG']]
언명 [[1, '언명', 'NNG']]
언술 [[1, '언술', 'NNG']]
언어도단 [[1, '언어도단', 'NNG']]
언어사정위원회 [[1, '언어사정위원회', 'NNG']]
언어학자 [[1, '언어학자', 'NNG']]
언쟁 [[1, '언쟁', 'NNG']]
언저리 [[1, '언저리', 'NNG']]
언제쯤 [[1, '언제쯤', 'NNG']]
언주로 [[1, '언주로', 'NNP']]
언짢아하 [[1, '언짢아하', 'VV']]
언터처블스 [[1, '언터처블스', 'NNP']]
언필칭 [[1, '언필칭', 'MAG']]
얻어 [[1, '얻어', 'VV<']]
얻어듣 [[1, '얻어듣', 'VV']]
얼굴빛 [[1, '얼굴빛', 'NNG']]
얼떨결 [[1, '얼떨결', 'NNG']]
얼떨떨 [[1, '얼떨떨', 'XR']]
얼리 [[1, '얼리', 'VV']]
얼마큼 [[1, '얼마큼', 'MAG']]
얼버무 [[1, '얼버무', 'VV<']]
얼버무리 [[1, '얼버무리', 'VV']]
얼음찜질 [[1, '얼음찜질', 'NNG']]
얼음판 [[1, '얼음판', 'NNG']]
얼짱 [[1, '얼짱', 'NNG']]
얼추 [[1, '얼추', 'MAG']]
얼치기 [[1, '얼치기', 'NNG']]
얼터 [[1, '얼터', 'NNP']]
얽히 [[1, '얽히', 'VV']]
엄규백 [[1, '엄규백', 'NNP']]
엄금 [[1, '엄금', 'NNG']]
엄밀성 [[1, '엄밀성', 'NNG']]
엄밀히 [[1, '엄밀히', 'MAG']]
엄성은 [[1, '엄성은', 'NNP']]
엄엄 [[1, '엄엄', 'MAG']]
엄정성 [[1, '엄정성', 'NNG']]
엄정욱 [[1, '엄정욱', 'NNP']]
엄중문책 [[1, '엄중문책', 'NNG']]
엄창주 [[1, '엄창주', 'NNP']]
엄항섭 [[1, '엄항섭', 'NNP']]
엄호 [[1, '엄호', 'NNG']]
엄효석 [[1, '엄효석', 'NNP']]
엄히 [[1, '엄히', 'MAG']]
업 [[1, '업', 'VV<'], [9, '업', 'VV'], [2, '업', 'NNG'], [1, '업', 'XSN']]
업그레이드 [[1, '업그레이드', 'NNG']]
업무역업 [[1, '업무역업', 'NNG']]
업무착오 [[1, '업무착오', 'NNG']]
업보 [[1, '업보', 'NNG']]
업수이 [[1, '업수이', 'MAG']]
업스타일 [[1, '업스타일', 'NNG']]
업적주의 [[1, '업적주의', 'NNG']]
엉거주춤 [[1, '엉거주춤', 'VA<']]
엉겅퀴 [[1, '엉겅퀴', 'NNG']]
엉망진창 [[1, '엉망진창', 'NNG']]
엊저녁 [[1, '엊저녁', 'NNG']]
엎드리 [[1, '엎드리', 'VV']]
엎어 [[1, '엎어', 'VV<']]
엎질러지 [[1, '엎질러지', 'VV']]
엎치락 [[1, '엎치락', 'MAG']]
에겔란드 [[1, '에겔란드', 'NNP']]
에고로프 [[1, '에고로프', 'NNP']]
에그바재단 [[1, '에그바재단', 'NNP']]
에나바이크 [[1, '에나바이크', 'NNP']]
에너지부 [[1, '에너지부', 'NNG']]
에너지연 [[1, '에너지연', 'NNG']]
에니오 [[1, '에니오', 'NNP']]
에덴동산 [[1, '에덴동산', 'NNP']]
에덴전자 [[1, '에덴전자', 'NNP']]
에두아 [[1, '에두아', 'NNP']]
에드가 [[1, '에드가', 'NNP']]
에드먼턴 [[1, '에드먼턴', 'NNP']]
에드윈 [[1, '에드윈', 'NNP']]
에든버러 [[1, '에든버러', 'NNP']]
에딘버러 [[1, '에딘버러', 'NNP']]
에러 [[1, '에러', 'NNG']]
에로이카 [[1, '에로이카', 'NNP']]
에리크 [[1, '에리크', 'NNP']]
에리트레아공 [[1, '에리트레아공', 'NNP']]
에리트레아인 [[1, '에리트레아인', 'NNG']]
에릭센 [[1, '에릭센', 'NNP']]
에릭팔트 [[1, '에릭팔트', 'NNP']]
에마 [[1, '에마', 'NNP']]
에마블르 [[1, '에마블르', 'NNP']]
에멀전 [[1, '에멀전', 'NNG']]
에모리 [[1, '에모리', 'NNP']]
에뮬레이트 [[1, '에뮬레이트', 'NNG']]
에밀레종 [[1, '에밀레종', 'NNP']]
에바 [[1, '에바', 'NNP']]
에브라 [[1, '에브라', 'NNP']]
에비스 [[1, '에비스', 'NNP']]
에비타 [[1, '에비타', 'NNP']]
에세이 [[1, '에세이', 'NNG']]
에세이집 [[1, '에세이집', 'NNG']]
에센 [[1, '에센', 'NNP']]
에쉐르 [[1, '에쉐르', 'NNG']]
에스델 [[1, '에스델', 'NNP']]
에스마트 [[1, '에스마트', 'NNP']]
에스모드 [[1, '에스모드', 'NNP']]
에스오일 [[1, '에스오일', 'NNG']]
에스컬레이터 [[1, '에스컬레이터', 'NNG']]
에스프레소 [[1, '에스프레소', 'NNG']]
에어로빅스 [[1, '에어로빅스', 'NNG']]
에어미디어 [[1, '에어미디어', 'NNP']]
에어샘플러 [[1, '에어샘플러', 'NNG']]
에어웨이 [[1, '에어웨이', 'NNP']]
에워 [[1, '에워', 'VV<']]
에워싸 [[1, '에워싸', 'VV']]
에이브러햄 [[1, '에이브러햄', 'NNP']]
에이서 [[1, '에이서', 'NNP']]
에이스 [[1, '에이스', 'NNP'], [10, '에이스', 'NNG']]
에이스일렉트로닉스 [[1, '에이스일렉트로닉스', 'NNP']]
에이스케 [[1, '에이스케', 'NNP']]
에이전트 [[1, '에이전트', 'NNG']]
에이지로 [[1, '에이지로', 'NNP']]
에이징어 [[1, '에이징어', 'NNP']]
에이치 [[1, '에이치', 'NNG']]
에이플러스 [[1, '에이플러스', 'NNP']]
에인절스 [[1, '에인절스', 'NNP']]
에인절스전 [[1, '에인절스전', 'NNG']]
에일라트 [[1, '에일라트', 'NNP']]
에제르 [[1, '에제르', 'NNP']]
에코 [[1, '에코', 'NNG'], [2, '에코', 'NNP']]
에코리브르 [[1, '에코리브르', 'NNP']]
에콜 [[1, '에콜', 'NNG']]
에콜로지 [[1, '에콜로지', 'NNG']]
에콰도르 [[1, '에콰도르', 'NNP']]
에토스 [[1, '에토스', 'NNG']]
에티켓 [[1, '에티켓', 'NNG']]
에틸알콜 [[1, '에틸알콜', 'NNG']]
에페 [[1, '에페', 'NNG']]
에펠스 [[1, '에펠스', 'NNP']]
에피소드 [[1, '에피소드이', 'NNG+VCP'], [1, '에피소드', 'NNG']]
엑셀시오르 [[1, '엑셀시오르', 'NNP']]
엑스트라 [[1, '엑스트라', 'NNG']]
엑스포극장 [[1, '엑스포극장', 'NNP']]
엑스포장 [[1, '엑스포장', 'NNG']]
엑스포회장 [[1, '엑스포회장', 'NNG']]
엔다카 [[1, '엔다카', 'NNG']]
엔디 [[1, '엔디', 'NNP']]
엔리오 [[1, '엔리오', 'NNP']]
엔터콘 [[1, '엔터콘', 'NNP']]
엔터테이너 [[1, '엔터테이너', 'NNG']]
엘게라 [[1, '엘게라', 'NNP']]
엘그린 [[1, '엘그린', 'NNP']]
엘도라도강 [[1, '엘도라도강', 'NNP']]
엘레강스 [[1, '엘레강스', 'NNP'], [1, '엘레강스', 'NNG']]
엘레펀트 [[1, '엘레펀트', 'NNP']]
엘르 [[1, '엘르', 'NNP']]
엘리어트 [[1, '엘리어트', 'NNP']]
엘리제궁 [[1, '엘리제궁', 'NNP']]
엘림 [[1, '엘림', 'NNP']]
엘베강 [[1, '엘베강', 'NNP']]
엘보 [[1, '엘보', 'NNG'], [1, '엘보', 'NNP']]
엘살바도르 [[1, '엘살바도르', 'NNP']]
엘친 [[1, '엘친', 'NNP']]
엘칸토 [[1, '엘칸토', 'NNP']]
엘크 [[1, '엘크', 'NNG']]
엘프 [[1, '엘프', 'NNP']]
엠게임 [[1, '엠게임', 'NNP']]
엠닷컴 [[1, '엠닷컴', 'NNP']]
엠마 [[1, '엠마', 'NNP']]
엠브리 [[1, '엠브리', 'NNP']]
엠아이자카텍 [[1, '엠아이자카텍', 'NNP']]
엠페도클레스 [[1, '엠페도클레스', 'NNP']]
엠프리카드 [[1, '엠프리카드', 'NNP']]
엥터 [[1, '엥터', 'NNP']]
여경 [[1, '여경', 'NNG']]
여공 [[1, '여공', 'NNG']]
여과기 [[1, '여과기', 'NNG']]
여관방 [[1, '여관방', 'NNG']]
여권주의자 [[1, '여권주의자', 'NNG']]
여균동 [[1, '여균동', 'NNP']]
여단장 [[1, '여단장', 'NNG']]
